Name,Nation,Rank,Rating,Type,Premium,RP,Price,Free,Surv.Mods,Armour.Hull.front,Armour.Hull.side,Armour.Hull.back,Armour.Turret.front,Armour.Turret.side,Armour.Turret.back,Crew,Visibility,Speed.Forward,Speed.Back,HP,HP/t,Weight,Eco.Repair,Eco.Reward.Lions,Eco.Reward.RP,Arma.Mods,Arma.Main.Caliber,Arma.Main.Ammo,Arma.Main.Rate,Arma.Main.Reload,Arma.Main.Mods,Arma.Main.Penetration,MG.1st.Caliber,MG.1st.Ammo,MG.1st.Rate,MG.1st.Reload,MG.2nd.Caliber,MG.2nd.Ammo,MG.2nd.Rate,MG.2nd.Reload,PROS_CONS.Pros,PROS_CONS.Cons,PROS_CONS.Ratio
Pz.Bef.Wg.IV J,Germany,III,"4,0",Medium tank,•,0,1750,,,30,30,20,50,30,30,5,99,43,9,572,"22,3","25,7",3300,"1,6","3,08",,"75,0",87,,"7,6",,162,"7,92",3150,900,"10,4","7,92",2000,900,"10,4",7,6,1.17
"Panther ""Dauphiné""",France,IV,"5,7",Medium tank,•,0,6090,,Smoke grenades,50,41,15,110,45,45,5,125,51,4,1145,"25,6","44,8",3600,"1,4","3,56",,"75,0",82,,"9,6",,188,"7,92",2700,900,"10,4",,,,,6,10,0.6
Panther A,Germany,IV,"6,0",Medium tank,,54000,180000,,Smoke grenades,60,40,40,100,45,45,5,125,62,5,1336,"29,5","45,3",4100→6063,"0,8","1,66",,"75,0",79,,"9,6",,224,"7,92",2700,900,"10,4","7,92",2000,900,"10,4",8,9,0.89
Panther D,Germany,III,"5,7",Medium tank,,40000,150000,,Smoke grenades,60,40,40,100,45,45,5,125,62,5,1240,"27,4","45,3",2200→3253,"0,9","1,54",,"75,0",79,,"9,6",,188,"7,92",2700,900,"10,4",,,,,7,10,0.7
Pz.III B,Germany,I,"1,0",Medium tank,,0,0,Free,Smoke grenades,14,14,14,16,14,14,5,86,40,7,477,"29,8","16,0",free,"0,1","1,0",,"37,0",121,,"3,7",,77,"2,0",3600,900,"10,4",,,,,5,4,1.25
Pz.III E,Germany,I,"1,0",Medium tank,,0,0,Free,Smoke grenades,30,30,20,35,30,30,5,88,79,14,572,"29,3","19,5",free,"0,1","1,0",,"37,0",131,,"3,7",,77,"2,0",3600,900,"10,4",,,,,4,4,1.0
Pz.III J1 TD,Germany,II,"2,7",Medium tank,,0,0,Bundle or Gift,,53,30,53,50,30,30,5,88,60,12,572,"26,2","21,8",1100→1422,"0,2","1,12",,"50,0",84,,"4,8",,126,"7,92",3750,900,"10,4",,,,,6,5,1.2
Pz.III F,Germany,I,"1,3",Medium tank,,4000,2100,,Smoke grenades,30,30,20,30,30,30,5,88,79,14,572,"28,9","19,8",180→245,"0,1","1,0",,"50,0",99,,"5,2",,107,"7,92",4350,900,"10,4",,,,,5,3,1.67
Pz.III J,Germany,I,"2,3",Medium tank,,5900,6300,,,53,30,53,30,30,30,5,88,60,12,572,"26,2","21,8",320→413,"0,2","1,06",,"50,0",99,,"5,2",,107,"7,92",4350,900,"10,4",,,,,5,5,1.0
Pz.III J1,Germany,II,"2,7",Medium tank,,7900,10000,,,53,30,53,50,30,30,5,88,60,12,572,"26,2","21,8",380→491,"0,3","1,12",,"50,0",84,,"4,8",,126,"7,92",3750,900,"10,4",,,,,5,4,1.25
Pz.III L,Germany,II,"3,0",Medium tank,,11000,38000,,,53,30,53,50,30,30,5,88,60,12,572,"25,4","22,5",740→956,"0,4","1,24",,"50,0",84,,"4,8",,126,"7,92",3750,900,"10,4",,,,,7,6,1.17
Pz.III M,Germany,II,"3,0",Medium tank,,14000,55000,,Smoke grenades,53,30,53,50,30,30,5,88,60,12,572,"24,9","23,0",950→1294,"0,4","1,3",,"50,0",84,,"4,8",,126,"7,92",3750,900,"10,4","7,92",2000,900,"10,4",8,6,1.33
Pz.III N,Germany,II,"3,0",Medium tank,•,0,1000,,Smoke grenades,53,30,53,50,30,30,5,88,60,12,572,"24,9","23,0",1110,"1,0","2,48",,"75,0",64,,"4,3",,100,"7,92",3450,900,"10,4","7,92",2000,900,"10,4",4,2,2.0
▄Pz.III N,Italy,II,"3,0",Medium tank,,11000,38000,,Smoke grenades,53,30,53,50,30,30,5,88,60,12,572,"24,9","23,0",600→811,"0,5","1,24",,"75,0",64,,"4,3",,100,"7,92",3450,900,"10,4",,,,,2,3,0.67
Pz.IV E,Germany,I,"2,3",Medium tank,,5900,6300,,Smoke grenades,30,20,20,30,20,20,5,99,48,9,572,"27,2","21,0",270→368,"0,2","1,06",,"75,0",80,,"4,3",,100,"7,92",2700,900,"10,4",,,,,7,3,2.33
Pz.IV F1,Germany,II,"2,3",Medium tank,,7900,10000,,Smoke grenades,30,30,20,50,30,30,5,99,48,9,572,"25,7","22,3",320→436,"0,3","1,12",,"75,0",80,,"4,3",,100,"7,92",2700,900,"10,4",,,,,4,6,0.67
Pz.IV F2,Germany,II,"3,3",Medium tank,,9200,22000,,Smoke grenades,30,30,20,50,30,30,5,99,48,9,572,"25,2","22,7",580→855,"0,4","1,18",,"75,0",87,,"7,6",,159,"7,92",3000,900,"10,4",,,,,7,3,2.33
Pz.IV C,Germany,I,"1,3",Medium tank,,4000,2100,,Smoke grenades,30,15,15,30,15,15,5,99,40,8,572,"29,8","19,2",170→230,"0,1","1,0",,"75,0",80,,"4,3",,80,"7,92",2400,900,"10,4",,,,,7,3,2.33
Pz.IV G,Germany,II,"3,7",Medium tank,,11000,38000,,Smoke grenades,80,30,20,50,30,30,5,99,45,9,572,"24,1","23,7",830→1196,"0,5","1,24",,"75,0",87,,"7,6",,159,"7,92",3000,900,"10,4",,,,,6,3,2.0
▄Pz.IV G,Italy,III,"4,0",Medium tank,•,0,1750,,Smoke grenades,80,30,20,50,30,30,5,99,45,9,572,"24,1","23,7",3000,"1,4","3,08",,"75,0",87,,"7,6",,162,"7,92",3000,900,"10,4",,,,,4,2,2.0
Pz.IV H,Germany,II,"4,0",Medium tank,,11000,38000,,,30,30,20,50,30,30,5,99,43,9,572,"21,7","26,4",1000→1395,"0,5","1,24",,"75,0",87,,"7,6",,162,"7,92",3000,900,"10,4","7,92",2000,900,"10,4",9,12,0.75
Pz.IV J,Germany,II,"4,0",Medium tank,,14000,55000,,Smoke grenades,30,30,20,50,30,30,5,99,43,9,572,"22,5","25,4",1100→1628,"0,5","1,3",,"75,0",87,,"7,6",,162,"7,92",3150,900,"10,4","7,92",2000,900,"10,4",6,5,1.2
S.35,France,I,"1,3",Medium tank,,4000,2100,,,35,40,35,45,45,45,3,99,45,6,363,"18,6","19,5",230→296,"0,1","1,0",,"47,0",84,,"5,2",Shoulder stabilizer,59,"7,5",3250,551,"6,5",,,,,5,5,1.0
"Sherman IC ""Trzyniec""",Britain,III,"4,7",Medium tank,•,0,2980,,Smoke grenades,50,38,38,76,50,50,4,108,43,6,763,"24,2","31,5",4500,"1,4","3,2",,"76,0",77,,"7,6",,187,"12,7",750,577,"10,4","7,62",5000,500,"10,4",8,6,1.33
Sherman II,Britain,II,"3,7",Medium tank,,14000,55000,,,50,50,38,76,50,50,5,103,43,6,763,"24,9","30,6",770→990,"0,6","1,3",,"75,0",90,,"6,5",Vertical stabilizer,135,"12,7",600,577,"10,4","7,62",3000,500,"10,4",7,8,0.88
▄Sherman Vc,Italy,III,"5,0",Medium tank,,46000,170000,,Smoke grenades,50,38,38,76,50,63,4,108,40,6,811,"23,0","35,3",2300→3111,"0,9","1,6",,"76,0",77,,"7,6",,226,"12,7",750,577,"10,4","7,62",5000,500,"10,4",10,14,0.71
Sho't,Israel,IV,"7,3",Medium tank,,95000,270000,,Smoke grenades,76,50,38,152,89,89,4,119,39,14,1240,"23,8","52,0",4130→6009,"1,1","1,9",Night vision device,"84,0",64,,"8,1",Two-plane stabilizer,283,"12,7",1000,577,"10,4","7,62",3600,500,"10,4",3,3,1.0
Sherman Firefly,Britain,III,"4,7",Medium tank,,18000,77000,,Smoke grenades,50,38,38,76,50,50,4,108,40,6,811,"21,9","37,1",670→1166,"0,6","1,36",,"76,0",77,,"7,6",,187,"12,7",750,577,"10,4","7,62",5000,500,"10,4",10,12,0.83
Sho't Kal Alef,Israel,V,"8,0",Medium tank,,180000,500000,,,76,50,38,152,89,89,4,119,53,9,1431,"25,6","56,0",5880→8114,"1,3","2,14",Night vision device,"105,0",72,,"8,7",Two-plane stabilizer,400,"7,62",3000,500,"10,4","7,62",2000,500,"10,4",1,1,1.0
Sho't Kal Dalet,Britain,VI,"8,3",Medium tank,•,0,0,Bundle or Gift,ERA | Smoke grenades | ESS,76,50,38,152,89,89,4,119,53,9,1431,"26,5","54,0",4560,"2,0","4,28",Laser rangefinder | Night vision device,"105,0",72,,"8,7",Two-plane stabilizer,400,"12,7",1000,577,"10,4","2,0",3500,600,"10,4",4,1,4.0
Sho't Kal Gimel,Israel,VI,"8,3",Medium tank,,220000,590000,,ERA | Smoke grenades | ESS,127,50,38,152,89,89,4,119,53,9,1431,"26,5","54,0",5080→8021,"1,5","2,2",Laser rangefinder | Night vision device,"105,0",72,,"8,7",Two-plane stabilizer,400,"12,7",1000,577,"10,4","7,62",1200,500,"10,4",1,1,1.0
ST-A1,Japan,IV,"6,3",Medium tank,,63000,200000,,,45,35,20,75,60,35,4,96,50,20,954,"27,9","34,2",3180→4092,"1,1","1,72",,"90,0",40,,"9,7",,305,"12,7",660,577,"10,4","7,62",4500,500,"10,4",8,8,1.0
ST-A2,Japan,IV,"6,3",Medium tank,,71000,210000,,,45,35,20,75,60,35,4,96,50,20,954,"27,9","34,2",3560→4581,"1,1","1,78",,"90,0",40,,"9,7",,305,"7,62",4500,500,"10,4",,,,,5,4,1.25
ST-A3,Japan,IV,"6,7",Medium tank,,95000,270000,,,45,35,20,75,60,35,4,96,51,9,1088,"31,1","35,0",4340→5685,"1,3","1,9",Rangefinder,"90,0",40,,"6,0",Autoloader,320,"12,7",660,577,"8,0","7,62",4500,500,"8,0",7,5,1.4
STB-1,Japan,V,"7,7",Medium tank,,130000,370000,,Smoke grenades,80,40,25,100,75,40,4,96,59,23,1431,"37,9","37,8",5570→8288,"1,1","2,02",Laser rangefinder | Night vision device,"105,0",50,,"8,7",Two-plane stabilizer,302,"12,7",660,577,"10,4","7,62",4500,500,"10,4",9,4,2.25
Strv 101,Sweden,V,"7,7",Medium tank,,110000,310000,,Smoke grenades,127,50,32,152,89,89,4,119,39,14,1240,"23,9","51,8",5490→7987,"1,1","1,96",Night vision device,"105,0",70,,"8,7",Two-plane stabilizer,302,"8,0",3000,649,"10,4",,,,,6,7,0.86
Strv 103-0,Sweden,V,"7,7",Medium tank,•,0,8380,,,40,30,30,0,0,0,3,73,56,49,1030,"29,4","35,0",2630,"1,8","4,04",Laser rangefinder | Night vision device,"105,0",50,,"4,0",Autoloader,302,"2,0",1000,600,"8,0",,,,,7,5,1.4
Strv 103A,Sweden,V,"7,7",Medium tank,,150000,420000,,Smoke grenades,40,30,30,0,0,0,3,73,56,49,1030,"27,9","36,9",5400→7651,"1,1","2,08",Laser rangefinder | Night vision device,"105,0",50,,"4,0",Autoloader,302,"2,0",1000,600,"8,0","7,62",1500,600,"8,0",6,5,1.2
Strv 103С,Sweden,VI,"8,3",Medium tank,,180000,500000,,Smoke grenades | Self-entrenching equipment,40,30,30,0,0,0,3,73,55,49,1488,"35,0","42,5",2900→4257,"1,2","2,14",Laser rangefinder | Night vision device,"105,0",50,,"4,0",Autoloader,335,"2,0",1000,600,"8,0","7,62",1500,600,"8,0",5,5,1.0
Strv 122B PLSS,Sweden,VII,"11,0",Medium tank,,390000,1060000,,Composite armour | Smoke grenades,35,25,20,25,25,15,4,87,76,35,2862,"45,8","62,5",8200→12201,"1,1","2,38",Laser rangefinder | Night vision device | Thermal imager,"120,0",37,,"7,8",Two-plane stabilizer,478,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",5,4,1.25
Strv 104,Sweden,VI,"8,3",Medium tank,,220000,590000,,ERA | Smoke grenades,76,50,32,152,89,89,4,119,54,9,1431,"26,5","54,0",6200→9225,"1,3","2,2",Laser rangefinder | Night vision device,"105,0",48,,"8,7",Two-plane stabilizer,335,"7,62",2250,500,"10,4","7,62",2000,500,"10,4",3,2,1.5
Strv 105,Sweden,VI,"9,0",Medium tank,,220000,590000,,ERA | Smoke grenades,76,50,32,152,89,89,4,119,56,9,1717,"30,7","56,0",5300→7886,"1,1","2,2",Laser rangefinder | Night vision device | Thermal imager,"105,0",48,,"8,7",Two-plane stabilizer,434,"7,62",2250,500,"10,4",,,,,5,3,1.67
Strv 121,Sweden,VI,"10,0",Medium tank,,270000,740000,,Composite armour | Smoke grenades | Self-entrenching equipment,35,25,20,25,25,15,4,95,76,35,2862,"51,8","55,2",4300→6707,"1,1","2,26",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,408,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",7,7,1.0
Strv 122A,Sweden,VII,"11,0",Medium tank,,340000,930000,,Composite armour | Smoke grenades,35,25,20,25,25,15,4,87,76,35,2862,"45,8","62,5",6500→9672,"1,2","2,32",Laser rangefinder | Night vision device | Thermal imager,"120,0",42,,"7,8",Two-plane stabilizer,478,"7,62",4500,1200,"10,4","7,62",2000,1200,"10,4",5,2,2.5
Strv 81,Sweden,IV,"7,3",Medium tank,,82000,240000,,Smoke grenades,76,50,38,152,89,89,4,119,39,14,1240,"24,4","50,8",5500→7441,"1,2","1,84",,"84,0",65,,"8,1",Two-plane stabilizer,283,"8,0",3600,649,"10,4",,,,,10,7,1.43
Strv 81 (RB 52),Sweden,IV,"7,3",Medium tank,•,0,6090,,Smoke grenades,76,50,38,152,89,89,4,119,39,14,1240,"24,4","50,8",3800,"2,0","3,56",,"84,0",65,,"8,1",Two-plane stabilizer,600,,3,,,"7,92",3600,600,"10,4",8,7,1.14
▄Strv 81 (RB 52),Britain,IV,"7,3",Medium tank,•,0,0,Bundle or Gift,Smoke grenades,76,76,20,152,89,89,4,119,39,14,1240,"24,4","50,8",4200,"2,0","3,68",,"84,0",65,,"8,1",Two-plane stabilizer,600,,3,,,"7,92",3600,600,"10,4",8,7,1.14
Strv m/42 DT,Sweden,III,"5,0",Medium tank,,40000,150000,,,55,30,20,60,30,30,4,97,51,7,782,"33,3","23,5",1600→2059,"0,7","1,54",,"75,0",42,,"3,9",,146,"8,0",4000,649,"10,4",,,,,4,7,0.57
Strv m/42 EH,Sweden,II,"2,7",Medium tank,,14000,55000,,,55,30,20,55,25,25,4,82,47,7,782,"34,8","22,5",790→1016,"0,5","1,3",,"75,0",59,,"7,6",,83,"2,0",4000,649,"10,4",,,,,5,6,0.83
T-28E,USSR,II,"2,3",Medium tank,,9200,22000,,,30,20,20,20,20,30,6,95,39,6,954,"32,4","29,4",480→617,"0,3","1,18",,"76,0",69,,"6,5",,66,"2,0",5292,600,"10,4","7,62",2646,600,"10,4",8,6,1.33
T-34 (1940),USSR,II,"3,3",Medium tank,,9200,22000,,,45,45,40,45,45,45,4,83,55,8,954,"37,3","25,6",480→617,"0,4","1,18",,"76,0",77,,"9,3",,91,"7,62",1890,600,"10,4",,,,,5,6,0.83
T-34 (1941),USSR,II,"3,7",Medium tank,,11000,38000,,,45,45,40,45,45,45,4,83,55,8,954,"33,7","28,3",620→843,"0,3","1,24",,"76,0",77,,"9,0",,100,"7,62",2898,600,"10,4",,,,,5,5,1.0
T-34 (1942),USSR,II,"3,7",Medium tank,,14000,55000,,,45,45,40,53,53,53,4,83,55,8,954,"31,8","30,0",730→1002,"0,4","1,3",,"76,0",100,,"8,4",,119,"7,62",1890,600,"10,4",,,,,6,6,1.0
␗T-34 (1943),China,II,"3,7",Medium tank,,11000,38000,,,45,45,40,53,53,53,4,83,55,8,954,"31,8","30,0",830→1139,"0,4","1,24",,"76,0",100,,"8,4",,119,"7,62",1890,600,"10,4",,,,,6,5,1.2
▀T 34 747 (r),Germany,II,"4,0",Medium tank,•,0,2460,,,60,45,40,53,53,53,4,83,55,8,954,"32,3","29,5",1300,"1,2","2,84",,"76,0",100,,"8,4",,119,"7,62",2898,600,"10,4",,,,,8,5,1.6
T-28,USSR,II,"1,7",Medium tank,,7900,10000,,,30,20,20,20,20,30,6,95,44,7,954,"37,6","25,4",300→386,"0,2","1,12",,"76,0",69,,"6,5",,66,"2,0",5292,600,"10,4","7,62",2646,600,"10,4",6,6,1.0
T-28 (1938),USSR,I,"1,3",Medium tank,,4000,2100,,,30,20,20,20,20,30,6,95,44,7,954,"37,6","25,4",170→218,"0,1","1,0",,"76,0",69,,"5,2",,37,"2,0",5292,600,"10,4","7,62",2646,600,"10,4",4,3,1.33
T-34 (1st Gv.T.Br.),USSR,II,"3,7",Medium tank,•,0,0,Bundle or Gift,,45,45,40,45,45,45,4,83,55,8,954,"33,7","28,3",1700,"0,8","2,36",,"76,0",77,,"9,0",,100,"7,62",1890,600,"10,4",,,,,8,8,1.0
T-34 (Prototype),USSR,II,"3,3",Medium tank,•,0,0,Bundle or Gift,,45,45,40,45,45,45,4,83,60,10,954,"37,3","25,6",1470,"0,8","2,36",,"76,0",77,,"9,3",,91,"7,62",1890,600,"10,4",,,,,8,9,0.89
T-34-100,USSR,IV,"6,3",Medium tank,•,0,6090,,Smoke grenades,45,45,45,90,75,52,4,100,62,10,954,"28,9","33,0",2000,"2,0","3,56",,"100,0",50,,"15,0",,236,"7,62",1890,600,"10,4",,,,,3,3,1.0
T-34-57,USSR,III,"4,3",Medium tank,,26000,110000,,,45,45,40,45,45,45,4,83,55,8,954,"33,7","28,3",1200→1544,"0,5","1,42",,"57,0",77,,"6,5",,143,"7,62",1890,600,"10,4",,,,,8,8,1.0
T-34-57 (1943),USSR,III,"4,7",Medium tank,•,0,1750,,,45,45,40,53,53,53,4,83,55,8,954,"31,8","30,0",900,"1,4","3,08",,"57,0",100,,"6,5",,168,"7,62",1890,600,"10,4",,,,,6,4,1.5
T-34-85,USSR,IV,"5,7",Medium tank,,46000,170000,,,45,45,45,90,75,52,5,100,62,10,954,"29,6","32,2",1820→2484,"0,9","1,6",,"85,0",60,,"9,6",,187,"7,62",1890,600,"10,4",,,,,7,6,1.17
T-34-85 (D-5T),USSR,III,"5,0",Medium tank,,40000,150000,,,45,45,45,54,54,54,4,100,62,10,954,"29,8","32,0",1500→1930,"0,7","1,54",,"85,0",55,,"10,8",,143,"7,62",1890,600,"10,4",,,,,6,8,0.75
␗Т-34-85 (S-53),China,III,"5,7",Medium tank,,40000,150000,,,45,45,45,90,75,52,5,100,62,10,954,"29,6","32,2",1480→2020,"0,8","1,54",,"85,0",60,,"9,6",,187,"7,62",1890,600,"10,4",,,,,8,5,1.6
T-34-85 No.215,China,IV,"5,7",Medium tank,•,0,4880,,,45,45,45,90,75,52,5,100,62,10,954,"29,6","32,2",3800,"1,6","3,32",,"85,0",60,,"9,6",,187,"7,62",1890,600,"10,4",,,,,8,6,1.33
T-34-85E,USSR,IV,"5,7",Medium tank,•,0,0,Bundle or Gift,,45,45,45,90,75,52,5,100,62,10,954,"29,8","32,0",4500,"1,4","3,44",,"85,0",60,,"9,6",,187,"7,62",1890,600,"10,4",,,,,7,7,1.0
T-34E,USSR,II,"4,0",Medium tank,•,0,0,Bundle or Gift,,45,60,40,45,60,60,4,83,48,7,954,"31,2","30,6",1300,"1,0","2,6",,"76,0",77,,"9,0",,119,"7,62",1890,600,"10,4",,,,,5,5,1.0
T-44-122,USSR,IV,"6,3",Medium tank,•,0,6090,,,75,75,45,110,80,75,4,84,67,11,954,"30,0","31,8",3400,"1,6","3,56",,"122,0",24,,"30,2",,203,"7,62",1890,600,"10,4",,,,,7,7,1.0
Т-34-85 Gai,China,IV,"5,7",Medium tank,,46000,170000,,,45,45,45,90,75,52,5,100,62,10,954,"29,6","32,2",3300→4247,"0,8","1,6",,"85,0",55,,"9,6",,187,"12,7",200,600,"10,4","7,62",1890,600,"10,4",9,5,1.8
T-34E STZ,USSR,II,"4,0",Medium tank,,18000,77000,,,60,45,40,45,45,45,4,83,63,9,954,"32,3","29,5",860→1106,"0,5","1,36",,"76,0",77,,"9,0",,119,"7,62",2898,600,"10,4",,,,,6,6,1.0
T-44,USSR,IV,"6,7",Medium tank,,63000,200000,,,90,90,30,120,90,75,4,84,67,11,954,"30,8","31,0",6120→7876,"0,9","1,72",,"85,0",58,,"9,6",,203,"7,62",1890,600,"10,4",,,,,5,7,0.71
T-44-100,USSR,IV,"7,0",Medium tank,,82000,240000,,Smoke grenades,90,75,45,120,100,75,4,84,67,11,992,"29,6","33,5",3940→5330,"1,2","1,84",,"100,0",36,,"13,7",,236,"12,7",250,600,"10,4","7,62",1890,600,"10,4",7,5,1.4
T-55AM-1,USSR,VI,"8,3",Medium tank,•,0,0,Bundle or Gift,Composite armour | Smoke grenades | ESS,100,80,45,200,160,66,4,83,56,9,1316,"31,7","41,5",4560,"2,0","4,28",Laser rangefinder | Night vision device,"100,0",42,,"11,1",Two-plane stabilizer,600,"12,7",300,600,"10,4","7,62",3000,700,"10,4",9,7,1.29
T-54 (1947),USSR,V,"7,7",Medium tank,,130000,370000,,Smoke grenades,120,80,45,200,125,52,4,83,56,9,992,"27,6","36,0",5250→7103,"1,3","2,02",,"100,0",34,,"11,1",,236,"12,7",250,600,"10,4","7,62",3500,600,"10,4",8,10,0.8
T-54 (1949),USSR,V,"7,3",Medium tank,,110000,310000,,Smoke grenades,100,80,45,200,125,50,4,83,56,9,992,"27,9","35,5",5020→6792,"1,2","1,96",,"100,0",34,,"11,1",,298,"12,7",250,600,"10,4","7,62",3500,600,"10,4",5,4,1.25
T-54 (1951),USSR,V,"7,7",Medium tank,,150000,420000,,Smoke grenades,100,80,45,200,160,65,4,83,56,9,992,"27,9","35,5",5420→7333,"1,4","2,08",,"100,0",34,,"11,1",,380,"12,7",250,600,"10,4","7,62",3500,600,"10,4",5,5,1.0
T-55AMD-1,USSR,VI,"8,3",Medium tank,,220000,590000,,Composite armour | Smoke grenades | ESS,100,80,45,200,160,66,4,83,56,9,1316,"31,7","41,5",4860→7673,"1,2","2,2",Laser rangefinder | Night vision device,"100,0",42,,"11,1",Two-plane stabilizer,600,"12,7",300,600,"10,4","7,62",3000,700,"10,4",6,5,1.2
T-62,USSR,VI,"8,3",Medium tank,,220000,590000,,ESS,100,80,45,200,160,65,4,75,56,9,1107,"29,9","37,0",5100→7420,"1,5","2,2",Night vision device,"115,0",40,,"12,0",Two-plane stabilizer,440,"7,62",2500,700,"10,4",,,,,8,10,0.8
Т-62 №545,China,VI,"8,3",Medium tank,•,0,0,Bundle or Gift,ESS,100,80,45,214,165,65,4,75,56,9,1107,"29,9","37,0",4100,"2,0","4,28",Night vision device,"115,0",40,,"12,0",Two-plane stabilizer,440,"7,62",2500,700,"10,4",,,,,6,5,1.2
T-55A,USSR,VI,"8,0",Medium tank,,180000,500000,,ESS,100,80,45,200,160,66,4,83,56,9,1107,"30,8","36,0",2500→3637,"1,3","2,14",Night vision device,"100,0",43,,"11,1",Two-plane stabilizer,390,"12,7",350,600,"10,4","7,62",3500,600,"10,4",5,8,0.62
T-62M-1,USSR,VI,"8,7",Medium tank,,270000,740000,,Composite armour | Smoke grenades | ESS,100,80,45,200,160,65,4,75,61,10,1316,"31,3","42,0",4640→7693,"1,4","2,26",Laser rangefinder | Night vision device,"115,0",42,,"12,0",Two-plane stabilizer,600,"12,7",300,600,"10,4","7,62",3000,700,"10,4",8,7,1.14
T-64A (1971),USSR,VI,"9,0",Medium tank,,220000,590000,,Composite armour | ESS,80,85,45,180,150,65,3,74,68,5,1336,"35,2","38,0",4370→6502,"1,3","2,2",Night vision device,"125,0",37,,"7,1",Two-plane stabilizer | Autoloader,440,"7,62",2000,700,"8,0",,,,,11,9,1.22
T-64B,USSR,VI,"9,7",Medium tank,,270000,740000,,ERA | Composite armour | Smoke grenades | ESS | Self-entrenching equipment,135,85,45,140,110,65,3,74,68,5,1336,"33,3","40,1",3650→6639,"1,3","2,26",Laser rangefinder | Night vision device,"125,0",36,,"7,1",Two-plane stabilizer | Autoloader,650,"12,7",300,700,"5,0","7,62",1250,700,"8,0",11,7,1.57
T-69 II G,China,VI,"8,7",Medium tank,•,0,0,Bundle or Gift,ERA | Smoke grenades | ESS,100,80,45,200,155,65,4,85,56,9,1107,"29,9","37,0",4560,"2,0","4,52",Laser rangefinder | Night vision device,"105,0",44,,"9,7",Two-plane stabilizer,400,"12,7",500,600,"10,4","7,62",3000,600,"10,4",6,7,0.86
T-72A,USSR,VI,"9,3",Medium tank,,270000,740000,,Composite armour | Smoke grenades | ESS | Self-entrenching equipment,110,80,40,125,102,65,3,75,67,5,1488,"36,3","41,0",2100→3819,"1,3","2,26",Laser rangefinder | Night vision device,"125,0",44,,"7,1",Two-plane stabilizer | Autoloader,440,"12,7",300,700,"5,0","7,62",2000,700,"8,0",7,10,0.7
T-72AV (TURMS-T),USSR,VI,"9,7",Medium tank,•,0,0,Bundle or Gift,ERA | Composite armour | Smoke grenades | ESS | Self-entrenching equipment,110,80,40,125,102,65,3,75,67,5,1488,"34,6","43,0",4300,"2,0","4,52",Laser rangefinder | Night vision device | Thermal imager,"125,0",44,,"7,1",Two-plane stabilizer | Autoloader,454,"12,7",300,700,"5,0","7,62",2000,700,"8,0",9,10,0.9
T-72B,USSR,VI,"9,7",Medium tank,,270000,740000,,ERA | Composite armour | Smoke grenades | ESS | Self-entrenching equipment,135,85,45,140,110,65,3,75,67,5,1603,"36,0","44,5",4070→6662,"1,2","2,26",Laser rangefinder | Night vision device,"125,0",45,,"7,1",Two-plane stabilizer | Autoloader,700,"12,7",300,700,"5,0","7,62",2000,700,"8,0",6,7,0.86
T-72B (1989),USSR,VI,"10,0",Medium tank,,270000,740000,,ERA | Composite armour | Smoke grenades | ESS | Self-entrenching equipment,105,80,50,180,160,65,3,75,67,5,1603,"36,0","44,5",4010→6564,"1,3","2,26",Laser rangefinder | Night vision device,"125,0",45,,"7,1",Two-plane stabilizer | Autoloader,700,"12,7",300,700,"5,0","7,62",2000,700,"8,0",7,7,1.0
T-72B3,USSR,VII,"10,7",Medium tank,,390000,1060000,,ERA | Composite armour | Smoke grenades | ESS | Self-entrenching equipment,105,80,50,180,160,65,3,75,67,5,1603,"34,8","46,0",1900→3553,"1,4","2,38",Laser rangefinder | Night vision device | Thermal imager,"125,0",45,,"7,1",Two-plane stabilizer | Autoloader,850,"12,7",300,700,"5,0","7,62",2000,700,"8,0",6,6,1.0
T-72M2 Moderna,USSR,VI,"10,0",Medium tank,,0,0,Bundle or Gift,ERA | Composite armour | Smoke grenades | ESS | LWS | Self-entrenching equipment,110,80,40,125,102,65,3,75,67,5,1622,"36,4","44,5",4680→7661,"1,4","2,26",Laser rangefinder | Night vision device | Thermal imager,"125,0",44,,"7,1",Two-plane stabilizer | Autoloader,507,"30,0",250,550,"1,0","7,62",2000,700,"8,0",1,1,1.0
T-80B,USSR,VI,"10,0",Medium tank,,270000,740000,,ERA | Composite armour | Smoke grenades | ESS | Self-entrenching equipment,105,80,50,180,160,65,3,79,78,13,2099,"49,4","42,5",3390→6444,"1,4","2,26",Laser rangefinder | Night vision device | Thermal imager,"125,0",38,,"7,1",Two-plane stabilizer | Autoloader,650,"12,7",300,700,"5,0","7,62",1250,700,"8,0",8,6,1.33
T-80BVM,USSR,VII,"11,0",Medium tank,,390000,1060000,,ERA | Composite armour | Smoke grenades | ESS | Self-entrenching equipment,105,80,50,180,160,65,3,79,78,13,2385,"51,8","46,0",3760→7031,"1,4","2,38",Laser rangefinder | Night vision device | Thermal imager,"125,0",38,,"6,5",Two-plane stabilizer | Autoloader,850,"12,7",300,700,"5,0","7,62",1250,700,"8,0",7,6,1.17
